Annual_Income,Sale_Price,Dealer_ID,Customer_ID,Car_ID,Date_ID,Sale_ID
1250000,42000,D20,514,34,27,514
1275000,12500,D15,515,23,27,515
975000,61000,D22,516,36,27,516
13500,46000,D16,517,82,27,517
1631000,28100,D25,518,285,27,518
1260000,22000,D4,519,286,27,519
2450000,49000,D27,520,287,27,520
399000,14000,D28,521,122,27,521
1240000,21000,D17,522,39,27,522
727500,9500,D9,523,281,27,523
13500,20000,D10,524,111,27,524
965000,39000,D18,525,84,27,525
910000,22000,D2,526,288,28,526
773000,31000,D3,527,146,28,527
715000,29000,D4,528,122,28,528
13500,15000,D17,529,72,28,529
13500,20000,D9,530,111,28,530
915000,19000,D10,531,251,28,531
822000,22000,D10,532,289,28,532
770000,12000,D18,533,102,28,533
13500,14000,D11,534,7,28,534
494000,25000,D24,535,51,28,535
580000,17000,D25,536,52,28,536
825000,39000,D27,537,290,28,537
2530000,19000,D11,538,104,28,538
1930000,16000,D12,539,291,28,539
840000,21000,D14,540,292,28,540
810000,41000,D5,541,204,29,541
715000,26000,D6,542,178,29,542
790000,9000,D7,543,201,29,543
781000,14000,D18,544,4,29,544
1627000,16700,D11,545,293,29,545
13500,15000,D12,546,147,29,546
13500,27000,D12,547,159,29,547
13500,41000,D14,548,1,29,548
13500,31000,D15,549,294,29,549
1160000,22000,D27,550,47,29,550
325000,45000,D28,551,62,29,551
745000,21000,D25,552,12,29,552
560000,49000,D15,553,101,29,553
13500,54000,D16,554,242,29,554
900000,21000,D8,555,279,29,555
460000,20000,D13,556,106,30,556
540000,17000,D19,557,295,30,557
875000,27000,D14,558,33,30,558
13500,22000,D15,559,47,30,559
13500,12000,D16,560,6,30,560
890000,25000,D8,561,73,30,561
2350000,62000,D9,562,64,30,562
13500,22000,D10,563,65,30,563
680500,69500,D17,564,296,30,564
902000,36000,D9,565,297,30,565
825000,18001,D20,566,195,31,566
685000,17000,D21,567,206,31,567
1300000,33000,D16,568,211,31,568
595000,12000,D8,569,298,31,569
1190000,22000,D1,570,299,31,570
1100000,19000,D2,571,300,31,571
13500,21000,D10,572,22,31,572
752000,20000,D14,573,301,31,573
825000,22000,D10,574,162,31,574
801000,12000,D18,575,110,31,575
445000,20000,D22,576,126,32,576
1430000,19000,D17,577,2,32,577
765000,61000,D3,578,241,32,578
760000,16000,D12,579,78,32,579
668500,45500,D11,580,248,32,580
805000,31000,D23,581,192,33,581
510000,27000,D24,582,239,33,582
1006000,15601,D4,583,173,33,583
480000,45000,D10,584,73,33,584
860000,53000,D4,585,271,33,585
835000,17000,D5,586,193,33,586
815000,57000,D14,587,97,33,587
505000,62000,D15,588,98,33,588
1165000,42500,D12,589,103,33,589
390000,11000,D14,590,114,33,590
612000,26000,D25,591,250,34,591
662000,22000,D26,592,302,34,592
13500,12000,D18,593,155,34,593
965000,20000,D11,594,303,34,594
881000,16000,D6,595,304,34,595
850000,18000,D7,596,305,34,596
580000,69000,D16,597,99,34,597
603000,20000,D8,598,100,34,598
890500,22500,D15,599,306,34,599
13500,14000,D16,600,100,34,600
978000,34000,D27,601,120,35,601
13500,41000,D28,602,91,35,602
720000,17000,D17,603,307,35,603
474000,19000,D9,604,155,35,604
490000,46000,D10,605,104,35,605
2380000,28000,D12,606,121,35,606
1035000,18500,D14,607,117,35,607
975000,21000,D15,608,292,35,608
13500,19000,D16,609,14,35,609
556000,31000,D8,610,48,35,610
900000,18000,D13,611,129,35,611
1300000,19000,D19,612,251,35,612
1250000,19000,D20,613,251,35,613
13500,25000,D21,614,56,35,614
760000,22000,D22,615,308,35,615
1220000,28000,D17,616,70,35,616
1238000,16800,D9,617,95,35,617
13500,42000,D28,618,82,35,618
1480000,11000,D18,619,114,35,619
13500,22000,D11,620,80,35,620
1310000,43000,D8,621,99,35,621
458000,17000,D1,622,309,35,622
1442000,22200,D2,623,217,35,623
2200000,16000,D3,624,310,35,624
13500,27000,D4,625,159,35,625
405000,45000,D18,626,145,36,626
715000,20001,D11,627,30,36,627
875000,27000,D1,628,239,36,628
670000,17000,D2,629,11,36,629
690000,33000,D23,630,311,36,630
1600000,29000,D24,631,247,36,631
13500,22000,D12,632,115,36,632
1340000,22000,D14,633,116,36,633
750000,26000,D5,634,59,36,634
13500,12000,D6,635,312,36,635
671500,39501,D12,636,313,37,636
765000,19001,D14,637,172,37,637
900000,21001,D15,638,213,37,638
820000,16000,D16,639,163,37,639
650000,12000,D8,640,314,37,640
552000,16000,D17,641,315,37,641
1275000,20500,D9,642,106,37,642
715000,14000,D3,643,260,37,643
670100,14100,D4,644,4,37,644
575000,12001,D27,645,244,37,645
575000,19000,D6,646,316,37,646
1703000,34300,D7,647,11,37,647
840000,36000,D28,648,55,37,648
13500,26000,D25,649,274,37,649
13500,22000,D25,650,317,37,650
13500,41000,D26,651,91,37,651
1900000,31000,D27,652,318,37,652
13500,19000,D28,653,13,37,653
1911000,25100,D17,654,6,37,654
1922000,51200,D9,655,319,37,655
13500,19000,D10,656,14,37,656
13500,26000,D17,657,320,37,657
13500,14000,D2,658,9,37,658
670000,11000,D8,659,114,37,659
2200000,26000,D1,660,136,37,660
13500,19000,D2,661,6,37,661
2385000,31500,D3,662,146,37,662
1935000,32500,D4,663,24,37,663
13500,46000,D7,664,103,37,664
560000,26000,D13,665,86,37,665
340000,82000,D19,666,109,37,666
1101000,19100,D20,667,313,37,667
13500,26000,D21,668,86,37,668
870000,29000,D22,669,122,37,669
13500,69000,D23,670,47,37,670
2850000,24000,D18,671,321,38,671
1850000,16000,D11,672,292,38,672
13500,49000,D12,673,322,38,673
840500,49500,D20,674,273,38,674
876000,31000,D21,675,150,38,675
1995000,27500,D22,676,238,38,676
1850000,21000,D18,677,323,38,677
2000000,43000,D11,678,324,38,678
700000,15000,D12,679,69,38,679
13500,31000,D5,680,147,38,680
757500,61500,D6,681,157,38,681
13500,21000,D7,682,158,38,682
420000,31000,D24,683,92,38,683
643500,16500,D25,684,78,38,684
625000,29000,D26,685,175,38,685
1436000,20600,D14,686,30,39,686
13500,22000,D15,687,325,39,687
1110000,31000,D16,688,150,39,688
1550000,42000,D8,689,91,39,689
2300000,24000,D1,690,222,39,690
13500,22000,D2,691,104,39,691
1550000,37000,D3,692,180,39,692
1800000,22000,D4,693,235,39,693
2485000,33500,D5,694,326,39,694
2120000,49001,D6,695,93,39,695
1800000,25001,D7,696,120,39,696
1800000,39001,D13,697,149,39,697
13500,26001,D19,698,77,39,698
1810000,85001,D20,699,233,39,699
2615000,26501,D21,700,153,39,700
2100000,22001,D22,701,327,39,701
13500,12000,D23,702,250,39,702
1800000,26000,D24,703,328,39,703
600000,33000,D25,704,25,39,704
797000,19000,D26,705,2,39,705
3001000,18100,D27,706,329,39,706
752000,43000,D28,707,224,39,707
685000,16000,D17,708,330,39,708
13500,39000,D9,709,107,39,709
670000,21000,D10,710,30,39,710
705500,53500,D18,711,331,39,711
685000,17000,D11,712,11,39,712
13500,16000,D19,713,332,39,713
511500,26500,D14,714,277,39,714
13500,27000,D16,715,333,39,715
645000,16000,D16,716,83,39,716
13500,16000,D8,717,95,39,717
1890000,17000,D14,718,334,39,718
1565000,22500,D15,719,289,39,719
1630000,26000,D16,720,120,39,720
13500,19000,D8,721,335,39,721
13500,31000,D17,722,194,39,722
800000,39000,D9,723,107,39,723
13500,21000,D10,724,158,39,724
1025000,62500,D18,725,98,39,725
13500,16000,D11,726,336,39,726
13500,18000,D12,727,256,39,727
13500,34000,D14,728,337,39,728
1670000,26000,D15,729,120,39,729
13500,10000,D16,730,263,39,730
1305000,25500,D8,731,338,39,731
1725000,20500,D1,732,24,39,732
1110000,24000,D2,733,321,39,733
13500,14000,D13,734,163,39,734
1760000,18000,D19,735,164,39,735
1325000,17500,D20,736,11,39,736
2000000,25000,D14,737,131,39,737
355000,21000,D22,738,132,39,738
1400000,28000,D23,739,178,39,739
456000,60000,D24,740,179,39,740
546000,21000,D25,741,183,39,741
13500,57000,D27,742,9,39,742
615000,9000,D27,743,13,39,743
340000,20000,D28,744,100,39,744
790000,29000,D17,745,80,39,745
1715157,15510,D17,746,173,39,746
13500,22000,D10,747,65,39,747
1095000,43500,D18,748,87,39,748
851500,21500,D11,749,199,39,749
610000,20000,D27,750,339,39,750
565000,12000,D28,751,340,39,751
572000,9000,D17,752,281,39,752
1090000,20000,D9,753,46,39,753
455000,42000,D10,754,91,39,754
750000,28000,D18,755,224,39,755
850000,12000,D11,756,102,39,756
640000,36000,D12,757,42,39,757
13500,14000,D14,758,229,39,758
1030000,23000,D15,759,26,39,759
600000,18000,D16,760,184,39,760
13500,14000,D8,761,263,39,761
13500,12000,D17,762,43,39,762
386000,17000,D9,763,67,39,763
857000,16000,D10,764,341,39,764
13500,19000,D18,765,20,39,765
1300000,17001,D23,766,52,40,766
1370000,22001,D24,767,342,40,767
701000,17000,D17,768,186,40,768
810000,34000,D9,769,120,40,769
894000,54000,D3,770,242,40,770
13500,53000,D4,771,343,40,771
920000,11000,D12,772,200,40,772
895000,53000,D5,773,177,40,773
1160000,13000,D11,774,160,40,774
13500,22000,D12,775,344,40,775
1000000,14001,D25,776,57,41,776
13500,49000,D26,777,101,41,777
2575000,27501,D27,778,140,41,778
1322500,16251,D28,779,25,41,779
1000000,43000,D10,780,224,41,780
13500,15000,D18,781,154,41,781
13500,12000,D11,782,110,41,782
13500,51000,D12,783,145,41,783
1402000,14200,D5,784,207,41,784
1500000,24000,D6,785,246,41,785
13500,22000,D7,786,136,41,786
1100000,21000,D13,787,275,41,787
865000,24000,D15,788,207,41,788
725000,37000,D16,789,119,41,789
1300000,33000,D8,790,211,41,790
911000,18000,D17,791,117,41,791
1235000,39500,D14,792,306,41,792
752500,19500,D15,793,126,41,793
13500,25000,D16,794,73,41,794
13500,19000,D8,795,27,41,795
13500,26001,D17,796,345,42,796
1562500,26251,D9,797,120,42,797
2000000,9000,D10,798,201,42,798
13500,34000,D18,799,128,42,799
13500,19000,D11,800,6,42,800
1900000,25000,D12,801,197,42,801
